YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2011-06-29,2011,6,29,27,27 - 2011,Summer 2011,Summer,Before,Before,180,Spawning,Spawning,
2011-06-30,2011,6,30,27,27 - 2011,Summer 2011,Summer,Before,Before,181,Spawning,Spawning,
2011-07-01,2011,7,1,27,27 - 2011,Summer 2011,Summer,Before,Before,182,,Spawning,
2011-07-02,2011,7,2,27,27 - 2011,Summer 2011,Summer,Before,Before,183,,Spawning,
2011-07-03,2011,7,3,28,28 - 2011,Summer 2011,Summer,Before,Before,184,,Spawning,
2011-07-04,2011,7,4,28,28 - 2011,Summer 2011,Summer,Before,Before,185,,Spawning,
2011-07-05,2011,7,5,28,28 - 2011,Summer 2011,Summer,Before,Before,186,,Spawning,
2011-07-06,2011,7,6,28,28 - 2011,Summer 2011,Summer,Before,Before,187,,Spawning,
2011-07-07,2011,7,7,28,28 - 2011,Summer 2011,Summer,Before,Before,188,,Spawning,
2011-07-08,2011,7,8,28,28 - 2011,Summer 2011,Summer,Before,Before,189,,Spawning,
2011-07-09,2011,7,9,28,28 - 2011,Summer 2011,Summer,Before,Before,190,,Spawning,
2011-07-10,2011,7,10,29,29 - 2011,Summer 2011,Summer,Before,Before,191,,Spawning,
2011-07-11,2011,7,11,29,29 - 2011,Summer 2011,Summer,Before,Before,192,,Spawning,
2011-07-12,2011,7,12,29,29 - 2011,Summer 2011,Summer,Before,Before,193,,Spawning,
2011-07-13,2011,7,13,29,29 - 2011,Summer 2011,Summer,Before,Before,194,,Spawning,
2011-07-14,2011,7,14,29,29 - 2011,Summer 2011,Summer,Before,Before,195,,Spawning,
2011-07-15,2011,7,15,29,29 - 2011,Summer 2011,Summer,Before,Before,196,,Spawning,
2011-07-16,2011,7,16,29,29 - 2011,Summer 2011,Summer,Before,Before,197,,Spawning,
2011-07-17,2011,7,17,30,30 - 2011,Summer 2011,Summer,Before,Before,198,,Spawning,
2011-07-18,2011,7,18,30,30 - 2011,Summer 2011,Summer,Before,Before,199,,Spawning,
2011-07-19,2011,7,19,30,30 - 2011,Summer 2011,Summer,Before,Before,200,,Spawning,
2011-07-20,2011,7,20,30,30 - 2011,Summer 2011,Summer,Before,Before,201,,Spawning,
2011-07-21,2011,7,21,30,30 - 2011,Summer 2011,Summer,Before,Before,202,,Spawning,
2011-07-22,2011,7,22,30,30 - 2011,Summer 2011,Summer,Before,Before,203,,Spawning,
2011-07-23,2011,7,23,30,30 - 2011,Summer 2011,Summer,Before,Before,204,,Spawning,
2011-07-24,2011,7,24,31,31 - 2011,Summer 2011,Summer,Before,Before,205,,Spawning,
2011-07-25,2011,7,25,31,31 - 2011,Summer 2011,Summer,Before,Before,206,,Spawning,
2011-07-26,2011,7,26,31,31 - 2011,Summer 2011,Summer,Before,Before,207,,Spawning,
2011-07-27,2011,7,27,31,31 - 2011,Summer 2011,Summer,Before,Before,208,,Spawning,
2011-07-28,2011,7,28,31,31 - 2011,Summer 2011,Summer,Before,Before,209,,Spawning,
2011-07-29,2011,7,29,31,31 - 2011,Summer 2011,Summer,Before,Before,210,,Spawning,
2011-07-30,2011,7,30,31,31 - 2011,Summer 2011,Summer,Before,Before,211,,Spawning,
2011-07-31,2011,7,31,32,32 - 2011,Summer 2011,Summer,Before,Before,212,,Spawning,
2011-08-01,2011,8,1,32,32 - 2011,Summer 2011,Summer,Before,Before,213,,,
2011-08-02,2011,8,2,32,32 - 2011,Summer 2011,Summer,Before,Before,214,,,
2011-08-03,2011,8,3,32,32 - 2011,Summer 2011,Summer,Before,Before,215,,,
2011-08-04,2011,8,4,32,32 - 2011,Summer 2011,Summer,Before,Before,216,,,
2011-08-05,2011,8,5,32,32 - 2011,Summer 2011,Summer,Before,Before,217,,,
2011-08-06,2011,8,6,32,32 - 2011,Summer 2011,Summer,Before,Before,218,,,
2011-08-07,2011,8,7,33,33 - 2011,Summer 2011,Summer,Before,Before,219,,,
2011-08-08,2011,8,8,33,33 - 2011,Summer 2011,Summer,Before,Before,220,,,
2011-08-09,2011,8,9,33,33 - 2011,Summer 2011,Summer,Before,Before,221,,,
2011-08-10,2011,8,10,33,33 - 2011,Summer 2011,Summer,Before,Before,222,,,
2011-08-11,2011,8,11,33,33 - 2011,Summer 2011,Summer,Before,Before,223,,,
2011-08-12,2011,8,12,33,33 - 2011,Summer 2011,Summer,Before,Before,224,,,
2011-08-13,2011,8,13,33,33 - 2011,Summer 2011,Summer,Before,Before,225,,,
2011-08-14,2011,8,14,34,34 - 2011,Summer 2011,Summer,Before,Before,226,,,
2011-08-15,2011,8,15,34,34 - 2011,Summer 2011,Summer,Before,Before,227,,,
2011-08-16,2011,8,16,34,34 - 2011,Summer 2011,Summer,Before,Before,228,,,
2011-08-17,2011,8,17,34,34 - 2011,Summer 2011,Summer,Before,Before,229,,,
2011-08-18,2011,8,18,34,34 - 2011,Summer 2011,Summer,Before,Before,230,,,
2011-08-19,2011,8,19,34,34 - 2011,Summer 2011,Summer,Before,Before,231,,,
2011-08-20,2011,8,20,34,34 - 2011,Summer 2011,Summer,Before,Before,232,,,
2011-08-21,2011,8,21,35,35 - 2011,Summer 2011,Summer,Before,Before,233,,,
2011-08-22,2011,8,22,35,35 - 2011,Summer 2011,Summer,Before,Before,234,,,
2011-08-23,2011,8,23,35,35 - 2011,Summer 2011,Summer,Before,Before,235,,,
2011-08-24,2011,8,24,35,35 - 2011,Summer 2011,Summer,Before,Before,236,,,
2011-08-25,2011,8,25,35,35 - 2011,Summer 2011,Summer,Before,Before,237,,,
2011-08-26,2011,8,26,35,35 - 2011,Summer 2011,Summer,Before,Before,238,,,
2011-08-27,2011,8,27,35,35 - 2011,Summer 2011,Summer,Before,Before,239,,,
2011-08-28,2011,8,28,36,36 - 2011,Summer 2011,Summer,Before,Before,240,,,
2011-08-29,2011,8,29,36,36 - 2011,Summer 2011,Summer,Before,Before,241,,,
2011-08-30,2011,8,30,36,36 - 2011,Summer 2011,Summer,Before,Before,242,,,
2011-08-31,2011,8,31,36,36 - 2011,Summer 2011,Summer,Before,Before,243,,,
2011-09-01,2011,9,1,36,36 - 2011,Summer 2011,Summer,Before,Before,244,,,
2011-09-02,2011,9,2,36,36 - 2011,Summer 2011,Summer,Before,Before,245,,,
2011-09-03,2011,9,3,36,36 - 2011,Summer 2011,Summer,Before,Before,246,,,
2011-09-04,2011,9,4,37,37 - 2011,Summer 2011,Summer,Before,Before,247,,,
2011-09-05,2011,9,5,37,37 - 2011,Summer 2011,Summer,Before,Before,248,,,
2011-09-06,2011,9,6,37,37 - 2011,Summer 2011,Summer,Before,Before,249,,,
2011-09-07,2011,9,7,37,37 - 2011,Summer 2011,Summer,Before,Before,250,,,
2011-09-08,2011,9,8,37,37 - 2011,Summer 2011,Summer,Before,Before,251,,,
2011-09-09,2011,9,9,37,37 - 2011,Summer 2011,Summer,Before,Before,252,,,
2011-09-10,2011,9,10,37,37 - 2011,Summer 2011,Summer,Before,Before,253,,,
2011-09-11,2011,9,11,38,38 - 2011,Summer 2011,Summer,Before,Before,254,,,
2011-09-12,2011,9,12,38,38 - 2011,Summer 2011,Summer,Before,Before,255,,,
2011-09-13,2011,9,13,38,38 - 2011,Summer 2011,Summer,Before,Before,256,,,
2011-09-14,2011,9,14,38,38 - 2011,Summer 2011,Summer,Before,Before,257,,,
2011-09-15,2011,9,15,38,38 - 2011,Summer 2011,Summer,Before,Before,258,,,
2011-09-16,2011,9,16,38,38 - 2011,Summer 2011,Summer,Before,Before,259,,,
2011-09-17,2011,9,17,38,38 - 2011,Summer 2011,Summer,Before,Before,260,,,
2011-09-18,2011,9,18,39,39 - 2011,Summer 2011,Summer,Before,Before,261,,,
2011-09-19,2011,9,19,39,39 - 2011,Summer 2011,Summer,Before,Before,262,,,
2011-09-20,2011,9,20,39,39 - 2011,Summer 2011,Summer,Before,Before,263,,,
2011-09-21,2011,9,21,39,39 - 2011,Summer 2011,Summer,Before,Before,264,,,
2011-09-22,2011,9,22,39,39 - 2011,Summer 2011,Summer,Before,Before,265,,,
2011-09-23,2011,9,23,39,39 - 2011,Summer 2011,Summer,Before,Before,266,,,
2011-09-24,2011,9,24,39,39 - 2011,Summer 2011,Summer,Before,Before,267,,,
2011-09-25,2011,9,25,40,40 - 2011,Summer 2011,Summer,Before,Before,268,,,
2011-09-26,2011,9,26,40,40 - 2011,Summer 2011,Summer,Before,Before,269,,,
2011-09-27,2011,9,27,40,40 - 2011,Summer 2011,Summer,Before,Before,270,,,
2011-09-28,2011,9,28,40,40 - 2011,Summer 2011,Summer,Before,Before,271,,,
2011-09-29,2011,9,29,40,40 - 2011,Summer 2011,Summer,Before,Before,272,,,
2011-09-30,2011,9,30,40,40 - 2011,Summer 2011,Summer,Before,Before,273,,,
2011-10-01,2011,10,1,40,40 - 2011,Summer 2011,Summer,Before,Before,274,,,
2011-10-02,2011,10,2,41,41 - 2011,Summer 2011,Summer,Before,Before,275,,,
2011-10-03,2011,10,3,41,41 - 2011,Summer 2011,Summer,Before,Before,276,,,
2011-10-04,2011,10,4,41,41 - 2011,Summer 2011,Summer,Before,Before,277,,,
2011-10-05,2011,10,5,41,41 - 2011,Summer 2011,Summer,Before,Before,278,,,
2011-10-06,2011,10,6,41,41 - 2011,Summer 2011,Summer,Before,Before,279,,,
2011-10-07,2011,10,7,41,41 - 2011,Summer 2011,Summer,Before,Before,280,,,
2011-10-08,2011,10,8,41,41 - 2011,Summer 2011,Summer,Before,Before,281,,,
2011-10-09,2011,10,9,42,42 - 2011,Summer 2011,Summer,Before,Before,282,,,
2011-10-10,2011,10,10,42,42 - 2011,Summer 2011,Summer,Before,Before,283,,,
2011-10-11,2011,10,11,42,42 - 2011,Summer 2011,Summer,Before,Before,284,,,
2011-10-12,2011,10,12,42,42 - 2011,Summer 2011,Summer,Before,Before,285,,,
2011-10-13,2011,10,13,42,42 - 2011,Summer 2011,Summer,Before,Before,286,,,
2011-10-14,2011,10,14,42,42 - 2011,Summer 2011,Summer,Before,Before,287,,,
2011-10-15,2011,10,15,42,42 - 2011,Summer 2011,Summer,Before,Before,288,,,
2011-10-16,2011,10,16,43,43 - 2011,Fall 2011,Fall,Before,Before,289,,,
2011-10-17,2011,10,17,43,43 - 2011,Fall 2011,Fall,Before,Before,290,,,
2011-10-18,2011,10,18,43,43 - 2011,Fall 2011,Fall,Before,Before,291,,,
2011-10-19,2011,10,19,43,43 - 2011,Fall 2011,Fall,Before,Before,292,,,
2011-10-20,2011,10,20,43,43 - 2011,Fall 2011,Fall,Before,Before,293,,,
2011-10-21,2011,10,21,43,43 - 2011,Fall 2011,Fall,Before,Before,294,,,
2011-10-22,2011,10,22,43,43 - 2011,Fall 2011,Fall,Before,Before,295,,,
2011-10-23,2011,10,23,44,44 - 2011,Fall 2011,Fall,Before,Before,296,,,
2011-10-24,2011,10,24,44,44 - 2011,Fall 2011,Fall,Before,Before,297,,,
2011-10-25,2011,10,25,44,44 - 2011,Fall 2011,Fall,Before,Before,298,,,
2011-10-26,2011,10,26,44,44 - 2011,Fall 2011,Fall,Before,Before,299,,,
2011-10-27,2011,10,27,44,44 - 2011,Fall 2011,Fall,Before,Before,300,,,
2011-10-28,2011,10,28,44,44 - 2011,Fall 2011,Fall,Before,Before,301,,,
2011-10-29,2011,10,29,44,44 - 2011,Fall 2011,Fall,Before,Before,302,,,
2011-10-30,2011,10,30,45,45 - 2011,Fall 2011,Fall,Before,Before,303,,,
2011-10-31,2011,10,31,45,45 - 2011,Fall 2011,Fall,Before,Before,304,,,
2011-11-01,2011,11,1,45,45 - 2011,Fall 2011,Fall,Before,Before,305,,,
2011-11-02,2011,11,2,45,45 - 2011,Fall 2011,Fall,Before,Before,306,,,
2011-11-03,2011,11,3,45,45 - 2011,Fall 2011,Fall,Before,Before,307,,,
2011-11-04,2011,11,4,45,45 - 2011,Fall 2011,Fall,Before,Before,308,,,
2011-11-05,2011,11,5,45,45 - 2011,Fall 2011,Fall,Before,Before,309,,,
2011-11-06,2011,11,6,46,46 - 2011,Fall 2011,Fall,Before,Before,310,,,
2011-11-07,2011,11,7,46,46 - 2011,Fall 2011,Fall,Before,Before,311,,,
2011-11-08,2011,11,8,46,46 - 2011,Fall 2011,Fall,Before,Before,312,,,
2011-11-09,2011,11,9,46,46 - 2011,Fall 2011,Fall,Before,Before,313,,,
2011-11-10,2011,11,10,46,46 - 2011,Fall 2011,Fall,Before,Before,314,,,
2011-11-11,2011,11,11,46,46 - 2011,Fall 2011,Fall,Before,Before,315,,,
2011-11-12,2011,11,12,46,46 - 2011,Fall 2011,Fall,Before,Before,316,,,
2011-11-13,2011,11,13,47,47 - 2011,Fall 2011,Fall,Before,Before,317,,,
2011-11-14,2011,11,14,47,47 - 2011,Fall 2011,Fall,Before,Before,318,,,
2011-11-15,2011,11,15,47,47 - 2011,Fall 2011,Fall,Before,Before,319,,,
2011-11-16,2011,11,16,47,47 - 2011,Fall 2011,Fall,Before,Before,320,,,
2011-11-17,2011,11,17,47,47 - 2011,Fall 2011,Fall,Before,Before,321,,,
2011-11-18,2011,11,18,47,47 - 2011,Fall 2011,Fall,Before,Before,322,,,
2011-11-19,2011,11,19,47,47 - 2011,Fall 2011,Fall,Before,Before,323,,,
2011-11-20,2011,11,20,48,48 - 2011,Fall 2011,Fall,Before,Before,324,,,
2011-11-21,2011,11,21,48,48 - 2011,Fall 2011,Fall,Before,Before,325,,,
2011-11-22,2011,11,22,48,48 - 2011,Fall 2011,Fall,Before,Before,326,,,
2011-11-23,2011,11,23,48,48 - 2011,Fall 2011,Fall,Before,Before,327,,,
2011-11-24,2011,11,24,48,48 - 2011,Fall 2011,Fall,Before,Before,328,,,
2011-11-25,2011,11,25,48,48 - 2011,Fall 2011,Fall,Before,Before,329,,,
2011-11-26,2011,11,26,48,48 - 2011,Fall 2011,Fall,Before,Before,330,,,
2011-11-27,2011,11,27,49,49 - 2011,Fall 2011,Fall,Before,Before,331,,,
2011-11-28,2011,11,28,49,49 - 2011,Fall 2011,Fall,Before,Before,332,,,
2011-11-29,2011,11,29,49,49 - 2011,Fall 2011,Fall,Before,Before,333,,,
2011-11-30,2011,11,30,49,49 - 2011,Winter 2011,Winter,Before,Before,334,,,
2011-12-01,2011,12,1,49,49 - 2011,Winter 2011,Winter,Before,Before,335,,,
2011-12-02,2011,12,2,49,49 - 2011,Winter 2011,Winter,Before,Before,336,,,
2011-12-03,2011,12,3,49,49 - 2011,Winter 2011,Winter,Before,Before,337,,,
2011-12-04,2011,12,4,50,50 - 2011,Winter 2011,Winter,Before,Before,338,,,
2011-12-05,2011,12,5,50,50 - 2011,Winter 2011,Winter,Before,Before,339,,,
2011-12-06,2011,12,6,50,50 - 2011,Winter 2011,Winter,Before,Before,340,,,
2011-12-07,2011,12,7,50,50 - 2011,Winter 2011,Winter,Before,Before,341,,,
2011-12-08,2011,12,8,50,50 - 2011,Winter 2011,Winter,Before,Before,342,,,
2011-12-09,2011,12,9,50,50 - 2011,Winter 2011,Winter,Before,Before,343,,,
2011-12-10,2011,12,10,50,50 - 2011,Winter 2011,Winter,Before,Before,344,,,
2011-12-11,2011,12,11,51,51 - 2011,Winter 2011,Winter,Before,Before,345,,,
2011-12-12,2011,12,12,51,51 - 2011,Winter 2011,Winter,Before,Before,346,,,
2011-12-13,2011,12,13,51,51 - 2011,Winter 2011,Winter,Before,Before,347,,,
2011-12-14,2011,12,14,51,51 - 2011,Winter 2011,Winter,Before,Before,348,,,
2011-12-15,2011,12,15,51,51 - 2011,Winter 2011,Winter,Before,Before,349,,,
2011-12-16,2011,12,16,51,51 - 2011,Winter 2011,Winter,Before,Before,350,,,
2011-12-17,2011,12,17,51,51 - 2011,Winter 2011,Winter,Before,Before,351,,,
2011-12-18,2011,12,18,52,52 - 2011,Winter 2011,Winter,Before,Before,352,,,
2011-12-19,2011,12,19,52,52 - 2011,Winter 2011,Winter,Before,Before,353,,,
2011-12-20,2011,12,20,52,52 - 2011,Winter 2011,Winter,Before,Before,354,,,
2011-12-21,2011,12,21,52,52 - 2011,Winter 2011,Winter,Before,Before,355,,,
2011-12-22,2011,12,22,52,52 - 2011,Winter 2011,Winter,Before,Before,356,,,
2011-12-23,2011,12,23,52,52 - 2011,Winter 2011,Winter,Before,Before,357,,,
2011-12-24,2011,12,24,52,52 - 2011,Winter 2011,Winter,Before,Before,358,,,
2011-12-25,2011,12,25,53,53 - 2011,Winter 2011,Winter,Before,Before,359,,,
2011-12-26,2011,12,26,53,53 - 2011,Winter 2011,Winter,Before,Before,360,,,
2011-12-27,2011,12,27,53,53 - 2011,Winter 2011,Winter,Before,Before,361,,,
2011-12-28,2011,12,28,53,53 - 2011,Winter 2011,Winter,Before,Before,362,,,
2011-12-29,2011,12,29,53,53 - 2011,Winter 2011,Winter,Before,Before,363,,,
2011-12-30,2011,12,30,53,53 - 2011,Winter 2011,Winter,Before,Before,364,,,
2011-12-31,2011,12,31,53,53 - 2011,Winter 2011,Winter,Before,Before,365,,,
2012-01-01,2012,1,1,1,1 - 2012,Winter 2011,Winter,Before,Before,1,,,
2012-01-02,2012,1,2,1,1 - 2012,Winter 2011,Winter,Before,Before,2,,,
2012-01-03,2012,1,3,1,1 - 2012,Winter 2011,Winter,Before,Before,3,,,
2012-01-04,2012,1,4,1,1 - 2012,Winter 2011,Winter,Before,Before,4,,,
2012-01-05,2012,1,5,1,1 - 2012,Winter 2011,Winter,Before,Before,5,,,
2012-01-06,2012,1,6,1,1 - 2012,Winter 2011,Winter,Before,Before,6,,,
2012-01-07,2012,1,7,1,1 - 2012,Winter 2011,Winter,Before,Before,7,,,
2012-01-08,2012,1,8,2,2 - 2012,Winter 2011,Winter,Before,Before,8,,,
2012-01-09,2012,1,9,2,2 - 2012,Winter 2011,Winter,Before,Before,9,,,
2012-01-10,2012,1,10,2,2 - 2012,Winter 2011,Winter,Before,Before,10,,,
2012-01-11,2012,1,11,2,2 - 2012,Winter 2011,Winter,Before,Before,11,,,
2012-01-12,2012,1,12,2,2 - 2012,Winter 2011,Winter,Before,Before,12,,,
2012-01-13,2012,1,13,2,2 - 2012,Winter 2011,Winter,Before,Before,13,,,
2012-01-14,2012,1,14,2,2 - 2012,Winter 2011,Winter,Before,Before,14,,,
2012-01-15,2012,1,15,3,3 - 2012,Winter 2011,Winter,Before,Before,15,,,
2012-01-16,2012,1,16,3,3 - 2012,Winter 2011,Winter,Before,Before,16,,,
2012-01-17,2012,1,17,3,3 - 2012,Winter 2011,Winter,Before,Before,17,,,
2012-01-18,2012,1,18,3,3 - 2012,Winter 2011,Winter,Before,Before,18,,,
2012-01-19,2012,1,19,3,3 - 2012,Winter 2011,Winter,Before,Before,19,,,
2012-01-20,2012,1,20,3,3 - 2012,Winter 2011,Winter,Before,Before,20,,,
2012-01-21,2012,1,21,3,3 - 2012,Winter 2011,Winter,Before,Before,21,,,
2012-01-22,2012,1,22,4,4 - 2012,Winter 2011,Winter,Before,Before,22,,,
2012-01-23,2012,1,23,4,4 - 2012,Winter 2011,Winter,Before,Before,23,,,
2012-01-24,2012,1,24,4,4 - 2012,Winter 2011,Winter,Before,Before,24,,,
2012-01-25,2012,1,25,4,4 - 2012,Winter 2011,Winter,Before,Before,25,,,
2012-01-26,2012,1,26,4,4 - 2012,Winter 2011,Winter,Before,Before,26,,,
2012-01-27,2012,1,27,4,4 - 2012,Winter 2011,Winter,Before,Before,27,,,
2012-01-28,2012,1,28,4,4 - 2012,Winter 2011,Winter,Before,Before,28,,,
2012-01-29,2012,1,29,5,5 - 2012,Winter 2011,Winter,Before,Before,29,,,
2012-01-30,2012,1,30,5,5 - 2012,Winter 2011,Winter,Before,Before,30,,,
2012-01-31,2012,1,31,5,5 - 2012,Winter 2011,Winter,Before,Before,31,,,
2012-02-01,2012,2,1,5,5 - 2012,Winter 2011,Winter,Before,Before,32,,,
2012-02-02,2012,2,2,5,5 - 2012,Winter 2011,Winter,Before,Before,33,,,
2012-02-03,2012,2,3,5,5 - 2012,Winter 2011,Winter,Before,Before,34,,,
2012-02-04,2012,2,4,5,5 - 2012,Winter 2011,Winter,Before,Before,35,,,
2012-02-05,2012,2,5,6,6 - 2012,Winter 2011,Winter,Before,Before,36,,,
2012-02-06,2012,2,6,6,6 - 2012,Winter 2011,Winter,Before,Before,37,,,
2012-02-07,2012,2,7,6,6 - 2012,Winter 2011,Winter,Before,Before,38,,,
2012-02-08,2012,2,8,6,6 - 2012,Winter 2011,Winter,Before,Before,39,,,
2012-02-09,2012,2,9,6,6 - 2012,Winter 2011,Winter,Before,Before,40,,,
2012-02-10,2012,2,10,6,6 - 2012,Winter 2011,Winter,Before,Before,41,,,
2012-02-11,2012,2,11,6,6 - 2012,Winter 2011,Winter,Before,Before,42,,,
2012-02-12,2012,2,12,7,7 - 2012,Winter 2011,Winter,Before,Before,43,,,
2012-02-13,2012,2,13,7,7 - 2012,Winter 2011,Winter,Before,Before,44,,,
2012-02-14,2012,2,14,7,7 - 2012,Winter 2011,Winter,Before,Before,45,,,
2012-02-15,2012,2,15,7,7 - 2012,Winter 2011,Winter,Before,Before,46,,,
2012-02-16,2012,2,16,7,7 - 2012,Winter 2011,Winter,Before,Before,47,,,
2012-02-17,2012,2,17,7,7 - 2012,Winter 2011,Winter,Before,Before,48,,,
2012-02-18,2012,2,18,7,7 - 2012,Winter 2011,Winter,Before,Before,49,,,
2012-02-19,2012,2,19,8,8 - 2012,Winter 2011,Winter,Before,Before,50,,,
2012-02-20,2012,2,20,8,8 - 2012,Winter 2011,Winter,Before,Before,51,,,
2012-02-21,2012,2,21,8,8 - 2012,Winter 2011,Winter,Before,Before,52,,,
2012-02-22,2012,2,22,8,8 - 2012,Winter 2011,Winter,Before,Before,53,,,
2012-02-23,2012,2,23,8,8 - 2012,Winter 2011,Winter,Before,Before,54,,,
2012-02-24,2012,2,24,8,8 - 2012,Winter 2011,Winter,Before,Before,55,,,
2012-02-25,2012,2,25,8,8 - 2012,Winter 2011,Winter,Before,Before,56,,,
2012-02-26,2012,2,26,9,9 - 2012,Winter 2011,Winter,Before,Before,57,,,
2012-02-27,2012,2,27,9,9 - 2012,Winter 2011,Winter,Before,Before,58,,,
2012-02-28,2012,2,28,9,9 - 2012,Winter 2011,Winter,Before,Before,59,,,
2012-02-29,2012,2,29,9,9 - 2012,Winter 2011,Winter,Before,Before,60,,,
2012-03-01,2012,3,1,9,9 - 2012,Winter 2011,Winter,Before,During,61,,,
2012-03-02,2012,3,2,9,9 - 2012,Winter 2011,Winter,Before,During,62,,,
2012-03-03,2012,3,3,9,9 - 2012,Winter 2011,Winter,Before,During,63,,,
2012-03-04,2012,3,4,10,10 - 2012,Winter 2011,Winter,Before,During,64,,,
2012-03-05,2012,3,5,10,10 - 2012,Winter 2011,Winter,Before,During,65,,,
2012-03-06,2012,3,6,10,10 - 2012,Winter 2011,Winter,Before,During,66,,,
2012-03-07,2012,3,7,10,10 - 2012,Winter 2011,Winter,Before,During,67,,,
2012-03-08,2012,3,8,10,10 - 2012,Winter 2011,Winter,Before,During,68,,,
2012-03-09,2012,3,9,10,10 - 2012,Winter 2011,Winter,Before,During,69,,,
2012-03-10,2012,3,10,10,10 - 2012,Winter 2011,Winter,Before,During,70,,,
2012-03-11,2012,3,11,11,11 - 2012,Winter 2011,Winter,Before,During,71,,,
2012-03-12,2012,3,12,11,11 - 2012,Winter 2011,Winter,Before,During,72,,,
2012-03-13,2012,3,13,11,11 - 2012,Winter 2011,Winter,Before,During,73,,,
2012-03-14,2012,3,14,11,11 - 2012,Winter 2011,Winter,Before,During,74,,,
2012-03-15,2012,3,15,11,11 - 2012,Winter 2011,Winter,Before,During,75,,,Spawning
2012-03-16,2012,3,16,11,11 - 2012,Winter 2011,Winter,Before,During,76,,,Spawning
2012-03-17,2012,3,17,11,11 - 2012,Winter 2011,Winter,Before,During,77,,,Spawning
2012-03-18,2012,3,18,12,12 - 2012,Winter 2011,Winter,Before,During,78,,,Spawning
2012-03-19,2012,3,19,12,12 - 2012,Winter 2011,Winter,Before,During,79,,,Spawning
2012-03-20,2012,3,20,12,12 - 2012,Winter 2011,Winter,Before,During,80,,,Spawning
2012-03-21,2012,3,21,12,12 - 2012,Winter 2011,Winter,Before,During,81,,,Spawning
2012-03-22,2012,3,22,12,12 - 2012,Winter 2011,Winter,Before,During,82,,,Spawning
2012-03-23,2012,3,23,12,12 - 2012,Winter 2011,Winter,Before,During,83,,,Spawning
2012-03-24,2012,3,24,12,12 - 2012,Winter 2011,Winter,Before,During,84,,,Spawning
2012-03-25,2012,3,25,13,13 - 2012,Winter 2011,Winter,Before,During,85,,,Spawning
2012-03-26,2012,3,26,13,13 - 2012,Winter 2011,Winter,Before,During,86,,,Spawning
2012-03-27,2012,3,27,13,13 - 2012,Winter 2011,Winter,Before,During,87,,,Spawning
2012-03-28,2012,3,28,13,13 - 2012,Winter 2011,Winter,Before,During,88,,,Spawning
2012-03-29,2012,3,29,13,13 - 2012,Winter 2011,Winter,Before,During,89,,,Spawning
2012-03-30,2012,3,30,13,13 - 2012,Winter 2011,Winter,Before,During,90,,,Spawning
2012-03-31,2012,3,31,13,13 - 2012,Winter 2011,Winter,Before,During,91,,,Spawning
2012-04-01,2012,4,1,14,14 - 2012,Winter 2011,Winter,Before,During,92,,,Spawning
2012-04-02,2012,4,2,14,14 - 2012,Winter 2011,Winter,Before,During,93,,,Spawning
2012-04-03,2012,4,3,14,14 - 2012,Winter 2011,Winter,Before,During,94,,,Spawning
2012-04-04,2012,4,4,14,14 - 2012,Winter 2011,Winter,Before,During,95,,,Spawning
2012-04-05,2012,4,5,14,14 - 2012,Winter 2011,Winter,Before,During,96,,,Spawning
2012-04-06,2012,4,6,14,14 - 2012,Winter 2011,Winter,Before,During,97,,,Spawning
2012-04-07,2012,4,7,14,14 - 2012,Winter 2011,Winter,Before,During,98,,,Spawning
2012-04-08,2012,4,8,15,15 - 2012,Winter 2011,Winter,Before,During,99,,,Spawning
2012-04-09,2012,4,9,15,15 - 2012,Winter 2011,Winter,Before,During,100,,,Spawning
2012-04-10,2012,4,10,15,15 - 2012,Winter 2011,Winter,Before,During,101,,,Spawning
2012-04-11,2012,4,11,15,15 - 2012,Winter 2011,Winter,Before,During,102,,,Spawning
2012-04-12,2012,4,12,15,15 - 2012,Winter 2011,Winter,Before,During,103,,,Spawning
2012-04-13,2012,4,13,15,15 - 2012,Spring 2012,Spring,Before,During,104,,,Spawning
2012-04-14,2012,4,14,15,15 - 2012,Spring 2012,Spring,Before,During,105,,,Spawning
2012-04-15,2012,4,15,16,16 - 2012,Spring 2012,Spring,Before,During,106,,,Spawning
2012-04-16,2012,4,16,16,16 - 2012,Spring 2012,Spring,Before,During,107,,,Spawning
2012-04-17,2012,4,17,16,16 - 2012,Spring 2012,Spring,Before,During,108,,,Spawning
2012-04-18,2012,4,18,16,16 - 2012,Spring 2012,Spring,Before,During,109,,,Spawning
2012-04-19,2012,4,19,16,16 - 2012,Spring 2012,Spring,Before,During,110,,,Spawning
2012-04-20,2012,4,20,16,16 - 2012,Spring 2012,Spring,Before,During,111,,,Spawning
2012-04-21,2012,4,21,16,16 - 2012,Spring 2012,Spring,Before,During,112,,,Spawning
2012-04-22,2012,4,22,17,17 - 2012,Spring 2012,Spring,Before,During,113,,,Spawning
